
insert into Location (LocationID, State, Region, Country) values (1001, 'Johor', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1002, 'Kedah', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1003, 'Kelantan', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1004, 'Melaka', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1005, 'Negeri Sembilan', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1006, 'Pahang', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1007, 'Perak', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1008, 'Perlis', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1009, 'Penang', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1010, 'Sabah', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1011, 'Sarawak', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1012, 'Selangor', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1013, 'Terengganu', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1014, 'Kuala Lumpur', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1015, 'Labuan', 'South East Asia', 'Malaysia');
insert into Location (LocationID, State, Region, Country) values (1016, 'Putrajaya', 'South East Asia', 'Malaysia');

insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1001, 1001, '9:53', '0:49', 63868);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1002, 1004, '8:13', '3:19', 60307);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1003, 1007, '9:24', '6:08', 49342);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1004, 1010, '8:25', '0:53', 44029);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1005, 1013, '8:48', '11:55', 37723);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1006, 1016, '9:13', '19:07', 90220);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1007, 1003, '9:06', '2:35', 86360);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1008, 1006, '9:24', '0:47', 58493);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1009, 1009, '9:19', '14:18', 93000);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1010, 1012, '9:40', '17:43', 71471);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1011, 1015, '9:11', '13:34', 82812);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1012, 1002, '8:55', '1:50', 86280);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1013, 1005, '8:24', '5:11', 49155);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1014, 1008, '9:34', '0:03', 25329);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1015, 1011, '8:12', '16:14', 21028);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1016, 1014, '9:22', '9:20', 7434);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1017, 1001, '8:40', '19:09', 61476);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1018, 1004, '9:53', '14:14', 94509);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1019, 1007, '8:27', '1:53', 28353);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1020, 1010, '9:42', '6:51', 9871);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1021, 1013, '9:47', '10:05', 14805);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1022, 1016, '9:42', '4:05', 57369);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1023, 1003, '9:28', '19:10', 40758);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1024, 1006, '8:25', '4:30', 60068);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1025, 1009, '8:39', '19:40', 86061);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1026, 1012, '9:26', '10:05', 80544);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1027, 1015, '8:08', '3:04', 36361);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1028, 1002, '9:21', '0:44', 10521);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1029, 1005, '8:53', '7:48', 48484);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1030, 1008, '8:28', '5:37', 88913);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1031, 1011, '9:29', '2:22', 91421);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1032, 1014, '8:12', '3:09', 96723);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1033, 1001, '9:16', '18:05', 30467);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1034, 1004, '9:36', '17:02', 86537);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1035, 1007, '9:57', '18:53', 3571);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1036, 1010, '9:58', '15:46', 81209);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1037, 1013, '9:55', '11:45', 30623);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1038, 1016, '9:46', '7:58', 8310);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1039, 1003, '9:35', '10:34', 51213);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1040, 1006, '8:08', '5:05', 39573);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1041, 1009, '9:53', '19:49', 98007);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1042, 1012, '9:57', '0:07', 28595);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1043, 1015, '8:52', '16:46', 50597);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1044, 1002, '8:42', '12:34', 83015);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1045, 1005, '8:30', '0:02', 18878);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1046, 1008, '9:57', '19:59', 4731);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1047, 1011, '9:02', '6:46', 10042);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1048, 1014, '9:10', '1:44', 59985);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1049, 1001, '9:59', '12:42', 74046);
insert into Branch (BranchID, LocationID, OpenTime, CloseTime, Profit) values (1050, 1004, '9:21', '14:58', 99616);

insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1001, 1001, 'Rina', 'Simoneton', 7000, 'M', 64, 1001);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1002, 1002, 'Bobbi', 'Franklen', 2500, 'M', 69, 1002);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1003, 1003, 'Drusy', 'Braferton', 2500, 'M', 22, 1003);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1004, 1004, 'Cheston', 'Butten', 8000, 'F', 57, 1004);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1005, 1005, 'Judi', 'Yerbury', 7000, 'M', 26, 1005);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1006, 1006, 'Tuesday', 'Heinlein', 3000, 'M', 63, 1006);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1007, 1007, 'Walliw', 'Burder', 2500, 'F', 63, 1007);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1008, 1008, 'Oralia', 'Titchard', 3000, 'M', 35, 1008);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1009, 1009, 'Zerk', 'Stirling', 7000, 'F', 42, 1009);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1010, 1010, 'Waldo', 'Waghorne', 2000, 'F', 33, 1010);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1011, 1011, 'Daisey', 'Paty', 8000, 'M', 21, 1011);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1012, 1012, 'Tory', 'Ygoe', 5000, 'M', 67, 1012);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1013, 1013, 'Masha', 'Vales', 8000, 'F', 36, 1013);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1014, 1014, 'Jeane', 'Kindleside', 7000, 'F', 70, 1014);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1015, 1015, 'Gaston', 'Cohen', 3000, 'F', 18, 1015);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1016, 1016, 'Amanda', 'Brunet', 7000, 'F', 50, 1016);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1017, 1001, 'Sascha', 'Spadazzi', 3000, 'M', 33, 1017);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1018, 1002, 'Merola', 'Longthorne', 2500, 'M', 31, 1018);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1019, 1003, 'Janith', 'McGrah', 7000, 'M', 33, 1019);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1020, 1004, 'Briggs', 'Hasell', 2000, 'F', 61, 1020);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1021, 1005, 'Killian', 'Thorius', 5000, 'M', 36, 1021);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1022, 1006, 'Giulio', 'Stollenbeck', 5000, 'F', 67, 1022);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1023, 1007, 'Aviva', 'Ion', 7500, 'F', 47, 1023);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1024, 1008, 'Kennett', 'Finding', 7500, 'M', 39, 1024);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1025, 1009, 'Corrie', 'Hatt', 5000, 'F', 41, 1025);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1026, 1010, 'Darbee', 'Emburey', 3000, 'M', 26, 1026);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1027, 1011, 'Julina', 'Sopper', 7500, 'F', 26, 1027);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1028, 1012, 'Rhodie', 'Bamell', 8000, 'F', 45, 1028);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1029, 1013, 'Sophey', 'Milson', 7000, 'F', 48, 1029);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1030, 1014, 'Katuscha', 'Benham', 7000, 'M', 36, 1030);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1031, 1015, 'Dunc', 'Armand', 2000, 'M', 52, 1031);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1032, 1016, 'Noll', 'Vallance', 8000, 'F', 48, 1032);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1033, 1001, 'Mark', 'Mynett', 8000, 'M', 35, 1033);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1034, 1002, 'Lauren', 'Badsey', 2000, 'M', 21, 1034);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1035, 1003, 'Lorain', 'Lates', 2000, 'F', 23, 1035);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1036, 1004, 'Lorrie', 'Duquesnay', 2500, 'M', 33, 1036);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1037, 1005, 'Joellyn', 'Pettwood', 2500, 'M', 41, 1037);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1038, 1006, 'Monica', 'Llewelyn', 2000, 'F', 18, 1038);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1039, 1007, 'Taffy', 'Farguhar', 2000, 'F', 27, 1039);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1040, 1008, 'Irvin', 'Ivasechko', 3000, 'M', 44, 1040);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1041, 1009, 'Kristina', 'Merigon', 7000, 'M', 39, 1041);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1042, 1010, 'Justis', 'Gurge', 5000, 'F', 28, 1042);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1043, 1011, 'Joe', 'Coney', 7500, 'M', 32, 1043);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1044, 1012, 'Sarita', 'Snepp', 5000, 'M', 42, 1044);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1045, 1013, 'Barbi', 'Twidell', 2500, 'M', 31, 1045);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1046, 1014, 'Brook', 'Jerman', 3000, 'M', 51, 1046);
insert into Employee (employeeid, managerid, employeefirstname, employeelastname, salary, gender, age, branchid) values (1047, 1015, 'Barbee', 'Wasselin', 7000, 'M', 53, 1047);
